app_id,reviewId,userName,score,at,content,thumbsUpCount,replyContent,repliedAt,label
com.shopee.id,9c386ffc-f21f-4c94-9555-38cee51c3ce7,Raja Hayam,5,2026-01-04 14:23:49,shopee sangat membantu sekali buat saya,0,"Hai Kak Raja Hayam, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:15:58,positif
com.shopee.id,5791d1da-eb11-4704-8d4e-77802884a2cf,Iwa Permana,5,2026-01-04 14:19:46,okk pelayannya,0,"Hai Kak Iwa Permana, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:15:44,positif
com.shopee.id,e4609c99-bef4-4871-a3d6-71c6d583c801,Aulia Ayu,5,2026-01-04 14:18:41,bagus bngt,0,"Hallo kak Aulia Ayu. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id/@Shopeecare_id . Stay safe ^LG",2026-01-04 16:16:19,positif
com.shopee.id,00684bde-914e-4d4d-8b6e-ec31ca938f36,Mujiburrahmaan,5,2026-01-04 14:18:29,shopee is the best...,0,"Hi  Kak Mujiburrahmaan, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 16:20:25,positif
com.shopee.id,0f1826cc-7dd8-45c3-b805-af769046fb1c,Alvie Fatmati Setiowati,5,2026-01-04 14:18:08,aplikasi ini sangat mudah dan cepat,0,"Hii kak Alvie Fatmati Setiowati, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a good day ^GS",2026-01-04 16:18:08,positif
com.shopee.id,957c0acf-32d6-4d1f-826a-365be882425c,WaMu Tv,5,2026-01-04 14:17:51,"sangat baik, memudahkan berbelanja kebutuhan sehari-hari",0,"Hai Kak WaMu Tv, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:19:03,positif
com.shopee.id,a5d18d23-418c-4afb-aded-15ad0d43cc8d,topan ufan master,5,2026-01-04 14:17:44,sangat membantu,0,"hi kak topan ufan master, makasih buat review dan bintang nya, cek terus aplikasi Shopee untuk mendapatkan promo-promo menarik lainnya ya. terimakasih ^PO",2026-01-04 16:21:57,positif
com.shopee.id,f7174018-eecc-4a7a-809e-4da289f54f1d,citra suari,1,2026-01-04 14:15:38,"makin kesini makin jelek aplikasinya. pengiriman barangnya lama bgtttt, belum lagi barangnya dibawa kesana kesini jdi makin lama sampenya. Kadang di keterangan di bilang udah sampe taunya belum.",0,"Haii kak citra suari, maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , Nomor pesanan dan detail kendala kakak boleh hubungi Aku di DM @Shopee_id ya kak. Ditunggu ^JP",2026-01-04 16:20:23,negatif
com.shopee.id,6476537d-3bcd-482c-8f64-36db2bb8f8c3,SAHFALEFI M.Pd.,5,2026-01-04 14:14:44,"Aplikasi sudah bagus, penjualan Online, Terpercaya, dan bisa pakai Sea Bank, semoga tetap mengawal penjual yg jual di shopee tetap amanah.",0,,,positif
com.shopee.id,8321d23d-4b9d-4582-b7f3-9ae734d3906e,Nely Laya,5,2026-01-04 14:14:16,belanja online selalu di shopee,0,"Hii kak Nely Laya, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a good day ^GS",2026-01-04 16:22:05,positif
com.shopee.id,a5222e89-f032-4b73-97bb-33d897d7a4c5,Ermi herawati,5,2026-01-04 14:14:01,bermanfaat,0,"Hai Kak Ermi herawati, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:18:47,positif
com.shopee.id,c9f259d0-cb94-42d7-b40f-278bc02a66b5,Akramandayani 22,4,2026-01-04 14:13:11,Tolong waktu pengirimannya harus konsisten dengan estimasi waktu tibanya.,0,"Haii kak Akramandayani 22, maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , Nomor pesanan dan detail kendala kakak boleh hubungi Aku di DM @Shopee_id ya kak. Ditunggu ^JP",2026-01-04 16:19:15,positif
com.shopee.id,cc1c2607-8342-48a7-8585-630e34fe6c19,prasetyo Ep,5,2026-01-04 14:12:38,terbaik,0,"Hi  Kak prasetyo Ep, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 16:21:15,positif
com.shopee.id,aac274f9-5910-4d6f-b3e2-0f363bbe4065,Tejo Prasetyo,5,2026-01-04 14:12:15,"Sangat mudah belanja dishopee,, metode pembayaran dan pengiriman sangat beragam pilihan. vouchernyapun banyak. Sayangnya vouchernya sekarang tidak bisa digabung seperti dahulu. Dan untuk voucher yg besar2 sekarang mesti berlangganan",0,"Hii kak Tejo Prasetyo, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a good day ^GS",2026-01-04 16:21:48,positif
com.shopee.id,38b11605-b56b-42d9-92e1-95ff75c18730,Halimah,5,2026-01-04 14:10:52,"aplikasi shopee sangat bermanfaat sekali, apalagi yang seperti saya ini yg selalu dirumah tapi masih bisa belanja 🥰",0,"Hai Kak Halimah, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:18:33,positif
com.shopee.id,aeeb9c21-4fea-4562-8624-0c8a2dd7bcd4,Fawaz Al munawar,5,2026-01-04 14:10:01,shopee keren,0,"Hii kak Fawaz Al munawar, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a good day ^GS",2026-01-04 16:21:31,positif
com.shopee.id,56501fe1-df9d-4790-983e-5bc0d0eb27b1,Hendra,5,2026-01-04 14:09:12,mantap,0,"Hallo kak Hendra. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id/@Shopeecare_id . Stay safe ^LG",2026-01-04 16:24:23,positif
com.shopee.id,d426d122-f360-454e-a38f-fe826237ee8c,Ama,5,2026-01-04 14:08:02,ok.,0,"hi kak Ama, makasih buat review dan bintang nya, cek terus aplikasi Shopee untuk mendapatkan promo-promo menarik lainnya ya. terimakasih ^PO",2026-01-04 16:23:04,positif
com.shopee.id,8106504a-d354-4bea-9958-5f691f3b9ad0,Cucu Mulyani,5,2026-01-04 14:07:00,recomeded banget...,0,"Hallo kak Cucu Mulyani. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id . Stay safe ^JP",2026-01-04 16:19:43,positif
com.shopee.id,8e3f8b1e-7a70-4e25-9b11-f9eae25fa27d,Abu Fatih,4,2026-01-04 14:06:48,Shopee keren ongkir murah dan gratis tapi sekarang reture sama kurir JNE males banget. Downgrade pelayanan jadinya.,0,"Hai kak Abu Fatih, maaf buat kamu ga nyaman terkait kendala pesanan kamu. Agar aku bisa bantu yuk infoin ke aku Username dan Nomor pesanan kmu ke DM Social Media Twitter(X) @ShopeeID ya. Sehat selalu ^GS",2026-01-04 16:19:12,positif
com.shopee.id,21c5a523-1c56-4fe0-bdd0-2159748790db,Ajie Pujakesuma,2,2026-01-04 14:06:17,koin shoope live kenapa tidak ada menu penarikan 50.000,0,,,negatif
com.shopee.id,b5cdcee4-1fec-417c-91f3-46e6779fedc8,Wida,4,2026-01-04 14:05:27,menurut ku pengiriman nya sekarang lama dan untuk ambil ditempat nya terkadang lokasi tidak sesusai dan tidak update alamatnya serta terlalu lama digudang sehingga tidak dapat segera diterima atau diantarkan.,0,"Hai kak Wida, mohon maaf atas ketidaknyamanannya. Terkait kendala yg kaka alami mengenai pengiriman pesanan tersebut, agar bisa di cek lebih lanjut, mohon infokan detail kendalanya melalui DM ke Media Sosial @Shopee_id/@Shopeecare_id ya. Di tunggu ^LG",2026-01-04 16:24:55,positif
com.shopee.id,c3ce256b-37e7-4218-8c36-695457e17e22,Cuztom Start,5,2026-01-04 14:04:23,terbaik,0,"Hi  Kak Cuztom Start, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 16:22:08,positif
com.shopee.id,c782b2ab-a034-4c38-980b-79b20494fbea,Arifin Dk,5,2026-01-04 14:04:20,ok sangat bangus,0,"Hallo kak Arifin Dk. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id/@Shopeecare_id . Stay safe ^LG",2026-01-04 16:25:26,positif
com.shopee.id,3c7d2421-40bc-4b63-87be-6c0a2500fb34,akuntansi 323,1,2026-01-04 14:03:35,"skrng shopee gk amanah, toko toko nya pada tukang tipu, saran aja kalo toko kaya gitu blokir aja dri shopee nya, sebagai pengguna lama shopee udah berapa kali kena tipu barang barang shopee, kecewa bgt sih, pdhl aku pilih shopee krna dulu emg amanah pengiriman cepat, skrng malahan yg ktnya 3 hari 2 hari sampe malah suka 7 hari sampe nya gmna ya, skrng udh di uninstal ganti apk lain aja udh kecewa sma shopee",0,"Hai Kak akuntansi 323, makasih ya buat feedbacknya. Kedepannya Shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan Shopee. Kalo Kakak ada pertanyaan/kendala terkait Shopee, bisa hubungi DM X @ShopeeCare. Stay safe kak ^UA",2026-01-04 16:22:54,negatif
com.shopee.id,4a54ef3f-e9b1-4143-ac26-6bc7a0ef7c98,Lili New,1,2026-01-04 14:03:06,sya tdk bisa mngginstal,0,"Hai kak Lili New, mohon maaf atas ketidaknyamanannya. Terkait kendala yg kaka alami mengenai instal aplikasi tersebut, agar bisa di cek lebih lanjut, mohon infokan detail kendalanya melalui DM ke Media Sosial @Shopee_id/@Shopeecare_id ya. Di tunggu ^LG",2026-01-04 16:25:55,negatif
com.shopee.id,eeb58d59-9983-4202-a02e-5beae46d6413,caleb tanus,5,2026-01-04 14:01:30,mantap man,0,"Hii kak caleb tanus, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a good day ^GS",2026-01-04 16:20:44,positif
com.shopee.id,c070438a-4f65-410c-8c3b-092614c09655,Jendrik Coy,5,2026-01-04 14:01:29,cari apa aja sll ada dan mudah di dpt,0,"Hai Kak Jendrik Coy, makasih ya buat penilaiannya, semoga Shopee terus bisa kasih pelayanan yg terbaik buat kakak. Shopee juga akan terus tingkatkan pelayanan yg terbaik biar kakak makin nyaman, aman dan asik belanja/bertransaksi di Shopee. yuk pantengin terus sosmed shopee biar kakak tahu update info promo menariknya. Have a Nice day ka^EB",2026-01-04 16:20:33,positif
com.shopee.id,715de8a5-7dab-4614-bce2-3b099e45fbd3,Niken Aninta,2,2026-01-04 14:00:36,"agak gimana gitu, tiap ga jadi beli pembatalan selalu di tolak sm seller, pdhl pngirimn juga masihh lamaa , orang g jadi beli ya ga jadi beli, tpi jg puas blnja d shopee bisa di cek dulu brgnya, agak ganjel sm yang pembatalan d tolak aj",0,"Haii kak Niken Aninta, maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , Nomor pesanan dan detail kendala kakak boleh hubungi Aku di DM @Shopee_id ya kak. Ditunggu ^JP",2026-01-04 16:21:34,negatif
com.shopee.id,a472206c-a90c-4d23-90d4-95ec5a34612b,monika,1,2026-01-04 13:59:20,"please lah daerah kalsel Shopee buruk banget mesan sebulan lebih gak datang² stuk di banjarmasin terus, tidak suka kalo gini berlangganan di Shopee jelek sekali pengantaran nya",0,"Hai kak monika, maaf buat kamu ga nyaman terkait kendala pesanan kamu. Agar aku bisa bantu yuk infoin ke aku Username dan Nomor pesanan kmu ke DM Social Media Twitter(X) @ShopeeID ya. Sehat selalu ^GS",2026-01-04 15:47:59,negatif
com.shopee.id,793ec3cb-d03c-4b68-9033-d2da5e5eafba,Acu Ipoel_87,5,2026-01-04 13:58:53,mantap djiwa mempermudah hidup,0,"Hallo kak Acu Ipoel_87, Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id / @Shopeecare_id ya untuk IG dan @ShopeeID / ShopeeCare untuk X. Stay safe ^EX",2026-01-04 15:50:40,positif
com.shopee.id,723a6866-092b-4124-aab9-8564c3579065,sulkan abadi,5,2026-01-04 13:57:57,Aplikasi Yang Sangat Membantu....,0,"Hi  Kak sulkan abadi, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 15:51:13,positif
com.shopee.id,875cd96a-c584-40fe-99c1-abf8968ce43b,Amei,5,2026-01-04 13:57:27,pengiriman cepat dan aplikasinya bagus bgts,0,"Hallo kak Amei. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id . Stay safe ^JP",2026-01-04 15:49:49,positif
com.shopee.id,5e9d889b-d3ac-4113-96cf-ddd1290937f4,cakra,1,2026-01-04 13:56:15,"hadeh udah 3 bulan paket engga sampai""",0,"hi kak cakra, maaf ya buat kendala terkait pesanan kamu. saat ini untuk pengecekan boleh lampirin Username dan nomor pesanan kamu ke DM twitter @shopeecare yaa. terimakasih ^PO",2026-01-04 15:51:05,negatif
com.shopee.id,bc4bf0d2-2571-4872-8433-75eec953030e,Psy audio canel,5,2026-01-04 13:54:07,memuaskan,0,"Hallo kak Psy audio canel, Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id / @Shopeecare_id ya untuk IG dan @ShopeeID / ShopeeCare untuk X. Stay safe ^EX",2026-01-04 15:49:49,positif
com.shopee.id,2fd90106-cb21-4e7b-8011-fb0870331b42,Sahuri Waroyah,3,2026-01-04 13:51:47,"gratis ongkos kirim, tapi pengirimannya makin lelet .",0,"Hai kak Sahuri Waroyah, maaf buat kamu ga nyaman terkait kendala pesanan kamu. Agar aku bisa bantu yuk infoin ke aku Username dan Nomor pesanan kmu ke DM Social Media Twitter(X) @ShopeeID ya. Sehat selalu ^GS",2026-01-04 15:51:05,netral
com.shopee.id,180563ea-2509-42d2-89b4-0b839d212851,Andre Husnia,3,2026-01-04 13:50:25,bagis,0,"Hai Kak Andre Husnia, makasih ya buat bintang nya. Boleh dong bintangnya ditambahin biar makin sempurna. Pantau terus dan ceki² sosmed kita biar ga ketinggalan promo menarik lain ya. Kalo ada kendala atau pertanyaan terkait shopee bisa DM instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 15:51:35,netral
com.shopee.id,e1d251eb-618b-43cb-9e92-fb7b9249dbfe,Devina Safitri,5,2026-01-04 13:49:47,sangat bagus digunakan untuk berbelanja secara offline dijamin sesuai pesanan,0,"hi kak Devina Safitri, makasih buat review dan bintang nya, cek terus aplikasi Shopee untuk mendapatkan promo-promo menarik lainnya ya. terimakasih ^PO",2026-01-04 15:53:04,positif
com.shopee.id,a90ff9f0-0b69-445c-a2ab-0d7c07b5fc18,Lia Kartika,5,2026-01-04 13:47:26,berbelanja di sini sangat menyenangkan pokoknya rekomendasi bgt deh,0,"Hallo kak Lia Kartika Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id . Stay safe ^JP",2026-01-04 15:51:46,positif
com.shopee.id,d6d38136-4d61-4a2a-8628-eda021a9d23e,Eva Novita,1,2026-01-04 13:47:15,"sumpah Shopee menggangu banget buka aplikasi malah teralihkan ke shopee, jangan kaya gini lah gak nyaman tau buka apa"" malah yang terbuka Shopee gak bagus banget shopee sekarang jelekkk banget",0,,,negatif
com.shopee.id,7e07b346-b289-45c4-9dec-a9834d1be71b,Hendri Adenra,5,2026-01-04 13:45:44,Mantap,0,"Hi Kak Hendri Adenra , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-12-17 16:25:16,positif
com.shopee.id,b0af4447-9c81-4255-99c1-8483d10a90dd,Drs. Ramidjo,5,2026-01-04 13:45:05,cukup bagus pelayananx,0,"Hi  Kak Drs. Ramidjo, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopeecare_id ya kak. Have a nice day ^UA",2026-01-04 15:51:56,positif
com.shopee.id,7e0a1b03-d40b-413e-84e0-ea2745b850f1,Zulfa Susanti,5,2026-01-04 13:44:16,bhan nya bgus,0,"hi kak Zulfa Susanti, makasih buat review dan bintang nya, cek terus aplikasi Shopee untuk mendapatkan promo-promo menarik lainnya ya. terimakasih ^PO",2026-01-04 15:52:32,positif
com.shopee.id,126c14e0-24dc-4d20-ba51-0b16295021da,Mas Yoyo,5,2026-01-04 13:43:40,shopee mantappppp,0,"Hallo kak Mas Yoyo, Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @Shopee_id / @Shopeecare_id ya untuk IG dan @ShopeeID / ShopeeCare untuk X. Stay safe ^EX",2026-01-04 15:51:29,positif
com.shopee.id,b0d07464-e96d-407c-8abf-bc625e9f33c1,Muharizi Mobile,5,2026-01-04 13:42:03,Ongkirnya lumayan murah 👍 Pokoknya Mantap 👍👍👍 Terima Kasih Shopee 🙏,0,Hi Kak Muharizi Mobile makasih ya untuk reviewnya. Kuy kepoin sosial media resmi shopee biar Kakak tau update promo yang saat ini tersedia hehe. Jangan sungkan chat aku di dm IG @ShopeeCare_ID  ya kalo kamu ada pertanyaan atau kendala seputar shopee. ^RB,2025-11-04 11:57:13,positif
